Titre,motclé,prix2,date,upper,information,information7,information8
48 000 KM,"BMW
SERIE 7
740","

                              NC  ", 18/07/2023, PEROU,ESSENCE,2018,AUTOMATIQUE
67 000 KM,"MERCEDES
GLE 43 AMG4MATIC",, 19/07/2023, PEROU,ESSENCE,2017,AUTOMATIQUE
16 000 KM,"MERCEDES
AMG GT",, 19/07/2023, PEROU,ESSENCE,2016,AUTOMATIQUE
70 000 KM,"MITSUBISHI
MONTERO
ES SPORT","

                              19 915 €  ", 19/07/2023, PEROU,DIESEL,2015,AUTOMATIQUE
104 000 KM,"SUBARU
FORESTER
2.0",, 19/07/2023, PEROU,ESSENCE,2013,MANUELLE
55 000 KM,"RENAULT
DUSTER
2.0INTENS",, 19/07/2023, PEROU,ESSENCE,2020,MANUELLE
25 850 KM,"NISSAN
VERSA",, 19/07/2023, PEROU,ESSENCE,2020,AUTOMATIQUE
-,"SSANGYONG
REXTON","

                              19 644 €  ", 20/07/2023, PEROU,ESSENCE,2020,AUTOMATIQUE
52 886 KM,"TOYOTA
URBAN CRUISER
1.3",, 20/07/2023, PEROU,ESSENCE,2013,MANUELLE
65 000 KM,"PORSCHE
CAYENNE
V6 3.0","

                              24 894 €  ", 20/07/2023, PEROU,ESSENCE,2013,AUTOMATIQUE
25 000 KM,"DFSK
GLORY IX5","

                              16 476 €  ", 20/07/2023, PEROU,ESSENCE,2021,AUTOMATIQUE
82 526 KM,"HYUNDAI
CRETA
1.6","

                              16 084 €  ", 20/07/2023, PEROU,ESSENCE,2018,MANUELLE
76 330 KM,"MAZDA
CX-9
V6 3.7","

                              16 476 €  ", 20/07/2023, PEROU,ESSENCE,2016,AUTOMATIQUE
113 000 KM,"CHEVROLET
CRUZE
1.8","

                              6 789 €  ", 21/07/2023, PEROU,ESSENCE,2012,AUTOMATIQUE
98 000 KM,"KIA
RIO
1.2","

                              7 514 €  ", 21/07/2023, PEROU,ESSENCE,2016,MANUELLE
40 000 KM,"MERCEDES
CLASSE C
C 63 S AMG","

                              33 404 €  ", 21/07/2023, PEROU,ESSENCE,2014,AUTOMATIQUE
66 933 KM,"KIA
CERATO
1.6EX",, 21/07/2023, PEROU,ESSENCE,2013,MANUELLE
125 000 KM,"RENAULT
SANDERO
1.6DYNAMIQUE",, 21/07/2023, PEROU,ESSENCE,2013,MANUELLE
10 000 KM,"CHERY
TIGGO
1.5",, 21/07/2023, PEROU,ESSENCE,2021,AUTOMATIQUE
105 000 KM,"DODGE
DURANGO",, 21/07/2023, PEROU,ESSENCE,2013,AUTOMATIQUE
75 000 KM,"FORD
FIESTA
1.6","

                              7 695 €  ", 21/07/2023, PEROU,GPL,2017,MANUELLE
10 KM,"CHERY
TIGGO
1.5",, 21/07/2023, PEROU,-,2024,AUTOMATIQUE
10 KM,"CHERY
TIGGO
1.6",, 21/07/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"CHERY
TIGGO
1.5",, 21/07/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"CHERY
TIGGO
1.5",, 21/07/2023, PEROU,-,2024,AUTOMATIQUE
89 121 KM,"SSANGYONG
KORANDO
2.0","

                              8 953 €  ", 22/07/2023, PEROU,ESSENCE,2014,AUTOMATIQUE
75 000 KM,"AUDI
Q7
V6 3.0QUATTRO","

                              20 730 €  ", 22/07/2023, PEROU,ESSENCE,2015,AUTOMATIQUE
110 000 KM,"SUBARU
LEGACY
2.0",, 22/07/2023, PEROU,ESSENCE,2010,MANUELLE
119 000 KM,"TOYOTA
HILUX
2.4SR4X2","

                              22 179 €  ", 22/07/2023, PEROU,DIESEL,2015,MANUELLE
15 000 KM,"CHERY
TIGGO
1.6",, 22/07/2023, PEROU,ESSENCE,2022,AUTOMATIQUE
24 500 KM,"CHERY
TIGGO
1.5",, 22/07/2023, PEROU,ESSENCE,2021,AUTOMATIQUE
4 000 KM,"CHERY
TIGGO
1.5",, 22/07/2023, PEROU,ESSENCE,2022,AUTOMATIQUE
13 500 KM,"CHERY
TIGGO
1.5",, 22/07/2023, PEROU,ESSENCE,2022,AUTOMATIQUE
10 600 KM,"MG
ZS
1.5",, 22/07/2023, PEROU,ESSENCE,2020,MANUELLE
10 KM,"FORD
MUSTANG
MACH 1V8 5.0",, 22/07/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"CHERY
TIGGO
1.6",, 22/07/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"CHERY
TIGGO
1.5",, 22/07/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"CHERY
TIGGO
1.5",, 22/07/2023, PEROU,ESSENCE,2024,MANUELLE
10 KM,"FORD
EXPLORER
2.3XLT",, 22/07/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"FORD
BRONCO SPORT
BIG BENDBIG BEND",, 22/07/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"FORD
ESCAPE
2.0TITANIUM",, 22/07/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"FORD
EDGE
2.0TITANIUM4X4",, 22/07/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"FORD
EXPLORER",, 22/07/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"FORD
RANGER
RAPTOR3.0",, 22/07/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"FORD
F150
RAPTORV6 3.5",, 22/07/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"FORD
EXPEDITION
V6 3.5LIMITED",, 22/07/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"FORD
EDGE
2.0SEL",, 22/07/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"BAIC
X35",, 22/07/2023, PEROU,ESSENCE,2024,MANUELLE
10 KM,"BAIC
X55",, 22/07/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"FORD
BRONCO SPORT
SPORT",, 22/07/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"FORD
EXPLORER
2.3LIMITED",, 22/07/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
29 000 KM,"VOLKSWAGEN
AMAROK
V6 3.0","

                              36 119 €  ", 23/07/2023, PEROU,DIESEL,2022,AUTOMATIQUE
17 990 KM,"CHERY
TIGGO
2.0",, 23/07/2023, PEROU,ESSENCE,2018,AUTOMATIQUE
69 000 KM,"SUBARU
XV
1.6",, 23/07/2023, PEROU,ESSENCE,2016,AUTOMATIQUE
49 000 KM,"NISSAN
VERSA
1.6","

                              9 949 €  ", 23/07/2023, PEROU,GPL,2018,AUTOMATIQUE
10 KM,"FORD
EXPLORER
2.3XLT",, 23/07/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"FORD
ESCAPE
2.0TITANIUM",, 23/07/2023, PEROU,-,2024,AUTOMATIQUE
10 KM,"FORD
MUSTANG
GTV8 5.0GT PREMIUM",, 23/07/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"FORD
F150
LARIAT",, 23/07/2023, PEROU,-,2024,AUTOMATIQUE
130 000 KM,"FORD
RANGER
RAPTOR","

                              34 852 €  ", 24/07/2023, PEROU,ESSENCE,2013,AUTOMATIQUE
50 100 KM,"HYUNDAI
TUCSON
2.0","

                              18 014 €  ", 24/07/2023, PEROU,ESSENCE,2020,MANUELLE
47 841 KM,"HYUNDAI
SANTA FE
2.2","

                              18 105 €  ", 24/07/2023, PEROU,ESSENCE,2017,AUTOMATIQUE
100 000 KM,"MERCEDES
GL 500","

                              19 915 €  ", 24/07/2023, PEROU,ESSENCE,2012,AUTOMATIQUE
295 000 KM,"HYUNDAI
SONATA
2.0GL",, 24/07/2023, PEROU,ESSENCE,2002,AUTOMATIQUE
-,"LAND ROVER
FREELANDER
2.0AWD","

                              4 255 €  ", 24/07/2023, PEROU,ESSENCE,2000,MANUELLE
50 100 KM,"HYUNDAI
TUCSON
2.0","

                              19 166 €  ", 24/07/2023, PEROU,ESSENCE,2020,MANUELLE
47 841 KM,"HYUNDAI
SANTA FE
2.2","

                              20 129 €  ", 24/07/2023, PEROU,ESSENCE,2017,AUTOMATIQUE
1 300 KM,"HYUNDAI
VENUE","

                              17 818 €  ", 24/07/2023, PEROU,ESSENCE,2023,MANUELLE
5 400 KM,"MC LAREN
720S
V8 4.0","

                              286 955 €  ", 24/07/2023, PEROU,ESSENCE,2018,AUTOMATIQUE
35 273 KM,"NISSAN
X-TRAIL
X",, 25/07/2023, PEROU,ESSENCE,2021,AUTOMATIQUE
43 788 KM,"AUDI
Q3
1.4","

                              24 894 €  ", 25/07/2023, PEROU,ESSENCE,2018,AUTOMATIQUE
95 000 KM,"SUZUKI
SX4
1.6",, 25/07/2023, PEROU,ESSENCE,2012,MANUELLE
53 000 KM,"MAZDA
2
1.5SPORT","

                              13 036 €  ", 25/07/2023, PEROU,ESSENCE,2018,AUTOMATIQUE
49 300 KM,"SUZUKI
GRAND VITARA
1.6",, 25/07/2023, PEROU,ESSENCE,2019,MANUELLE
183 400 KM,"SUZUKI
GRAND VITARA
1.6",, 25/07/2023, PEROU,ESSENCE,2014,MANUELLE
30 000 KM,"NISSAN
SENTRA
1.8",, 25/07/2023, PEROU,ESSENCE,2017,MANUELLE
17 000 KM,"BMW
SERIE 1
128TI","

                              31 675 €  ", 26/07/2023, PEROU,ESSENCE,2022,AUTOMATIQUE
57 500 KM,"LEXUS
RX 450HLV6 3.5",, 26/07/2023, PEROU,HYBRIDE,2019,AUTOMATIQUE
38 000 KM,"HAVAL
H6",, 26/07/2023, PEROU,ESSENCE,2020,AUTOMATIQUE
36 000 KM,"MG
ZX
1.5",, 26/07/2023, PEROU,ESSENCE,2020,MANUELLE
23 800 KM,"MG
ZX
1.5",, 26/07/2023, PEROU,ESSENCE,2022,AUTOMATIQUE
52 500 KM,"VOLKSWAGEN
T-CROSS
1.6HIGHLINE",, 26/07/2023, PEROU,ESSENCE,2020,AUTOMATIQUE
11 000 KM,"FORD
RANGER
V6 3.0XLT4X4",, 26/07/2023, PEROU,DIESEL,2022,MANUELLE
40 207 KM,"VOLKSWAGEN
PASSAT CC",, 26/07/2023, PEROU,ESSENCE,2011,-
25 000 KM,"MG
MG5
1.5",, 26/07/2023, PEROU,ESSENCE,2020,MANUELLE
10 KM,"MG
MG6",, 26/07/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"MG
MG6",, 26/07/2023, PEROU,ESSENCE,2024,MANUELLE
10 KM,"MG
MG RX5
1.5",, 26/07/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
64 105 KM,"TOYOTA
RAV4
2.0","

                              19 879 €  ", 26/07/2023, PEROU,ESSENCE,2017,MANUELLE
10 KM,"MG
GT
1.5",, 26/07/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"MG
GT
1.5",, 26/07/2023, PEROU,ESSENCE,2024,MANUELLE
10 KM,"MG
MG3
1.5",, 26/07/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"MG
MG3
1.5",, 26/07/2023, PEROU,ESSENCE,2024,MANUELLE
10 KM,"MG
GT
1.5",, 26/07/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
25 000 KM,"AUDI
A4
1.4ATTRACTION","

                              22 179 €  ", 26/07/2023, PEROU,ESSENCE,2018,AUTOMATIQUE
46 000 KM,"BMW
X1
SDRIVE 20I2.0","

                              22 622 €  ", 27/07/2023, PEROU,ESSENCE,2016,AUTOMATIQUE
110 000 KM,"HONDA
CR-V
2.4EX4X4",, 27/07/2023, PEROU,ESSENCE,2013,AUTOMATIQUE
65 900 KM,"MG
MG3
1.5",, 27/07/2023, PEROU,ESSENCE,2014,MANUELLE
36 000 KM,"SUZUKI
VITARA
1.6GL",, 27/07/2023, PEROU,ESSENCE,2020,AUTOMATIQUE
10 KM,"MG
HS",, 27/07/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"MG
HS",, 27/07/2023, PEROU,ESSENCE,2024,MANUELLE
10 KM,"MG
HS",, 27/07/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"NISSAN
VERSA",, 27/07/2023, PEROU,ESSENCE,2024,MANUELLE
10 KM,"NISSAN
KICKS",, 27/07/2023, PEROU,ESSENCE,2024,MANUELLE
10 KM,"NISSAN
FRONTIER
S",, 27/07/2023, PEROU,DIESEL,2024,MANUELLE
10 KM,"NISSAN
FRONTIER
XE",, 27/07/2023, PEROU,DIESEL,2024,AUTOMATIQUE
10 KM,"NISSAN
URVAN
2.5",, 27/07/2023, PEROU,DIESEL,2024,MANUELLE
10 KM,"NISSAN
FRONTIER
LE",, 27/07/2023, PEROU,DIESEL,2024,MANUELLE
10 KM,"NISSAN
VERSA",, 27/07/2023, PEROU,ESSENCE,2024,MANUELLE
10 KM,"NISSAN
FRONTIER
PRO 4X",, 27/07/2023, PEROU,DIESEL,2024,AUTOMATIQUE
10 KM,"NISSAN
X-TRAIL
2.5X",, 27/07/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"NISSAN
VERSA",, 27/07/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"NISSAN
FRONTIER
XE",, 27/07/2023, PEROU,DIESEL,2024,MANUELLE
10 KM,"NISSAN
CARGO",, 27/07/2023, PEROU,DIESEL,2024,MANUELLE
10 KM,"NISSAN
FRONTIER
XE",, 27/07/2023, PEROU,DIESEL,2024,MANUELLE
10 KM,"NISSAN
VERSA",, 27/07/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"NISSAN
KICKS",, 27/07/2023, PEROU,ESSENCE,2024,MANUELLE
10 KM,"NISSAN
X-TRAIL
2.5X",, 27/07/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"NISSAN
X-TRAIL
2.5X",, 27/07/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"NISSAN
FRONTIER
S",, 27/07/2023, PEROU,DIESEL,2024,AUTOMATIQUE
10 KM,"NISSAN
FRONTIER
S",, 27/07/2023, PEROU,DIESEL,2024,MANUELLE
10 KM,"NISSAN
CARGO",, 27/07/2023, PEROU,DIESEL,2024,MANUELLE
10 KM,"NISSAN
V-DRIVE
1.6",, 27/07/2023, PEROU,ESSENCE,2024,MANUELLE
325 000 KM,"NISSAN
VERSA",, 27/07/2023, PEROU,ESSENCE,2013,MANUELLE
59 998 KM,"SUBARU
IMPREZA
1.6SPORT","

                              14 964 €  ", 28/07/2023, PEROU,GPL,2019,AUTOMATIQUE
19 521 KM,"MAZDA
3","

                              17 046 €  ", 28/07/2023, PEROU,ESSENCE,2020,MANUELLE
46 671 KM,"MAZDA
3","

                              11 949 €  ", 28/07/2023, PEROU,ESSENCE,2018,AUTOMATIQUE
68 240 KM,"BMW
X3
3.0I2.0",, 28/07/2023, PEROU,ESSENCE,2018,AUTOMATIQUE
917 KM,"AUDI
Q3
RS Q32.5",, 28/07/2023, PEROU,ESSENCE,2022,AUTOMATIQUE
22 257 KM,"CHEVROLET
GROOVE","

                              12 945 €  ", 28/07/2023, PEROU,ESSENCE,2021,MANUELLE
36 472 KM,"HYUNDAI
SANTA FE
2.2GL","

                              21 065 €  ", 28/07/2023, PEROU,ESSENCE,2019,MANUELLE
11 000 KM,"NISSAN
SENTRA","

                              14 475 €  ", 28/07/2023, PEROU,ESSENCE,2022,MANUELLE
11 500 KM,"JEEP
RENEGADE
SPORT",, 28/07/2023, PEROU,ESSENCE,2020,AUTOMATIQUE
93 300 KM,"NISSAN
X-TRAIL
X",, 28/07/2023, PEROU,ESSENCE,2014,AUTOMATIQUE
87 400 KM,"NISSAN
ALMERA
1.6",, 28/07/2023, PEROU,ESSENCE,2006,MANUELLE
48 000 KM,"JEEP
GRAND CHEROKEE
V8 6.4LIMITED4X4",, 28/07/2023, PEROU,ESSENCE,2017,AUTOMATIQUE
96 500 KM,"NISSAN
X-TRAIL
2.5X",, 28/07/2023, PEROU,ESSENCE,2015,AUTOMATIQUE
55 670 KM,"NISSAN
PATROL
V8 5.6LE",, 28/07/2023, PEROU,ESSENCE,2012,AUTOMATIQUE
68 000 KM,"NISSAN
X-TRAIL
X",, 28/07/2023, PEROU,ESSENCE,2015,AUTOMATIQUE
29 000 KM,"NISSAN
VERSA",, 28/07/2023, PEROU,ESSENCE,2023,MANUELLE
65 000 KM,"NISSAN
X-TRAIL
X",, 28/07/2023, PEROU,ESSENCE,2016,AUTOMATIQUE
63 000 KM,"NISSAN
KICKS",, 28/07/2023, PEROU,ESSENCE,2019,AUTOMATIQUE
91 000 KM,"NISSAN
X-TRAIL
X",, 28/07/2023, PEROU,ESSENCE,2018,AUTOMATIQUE
60 000 KM,"NISSAN
VERSA",, 28/07/2023, PEROU,ESSENCE,2022,MANUELLE
100 000 KM,"NISSAN
X-TRAIL
2.5X",, 28/07/2023, PEROU,ESSENCE,2017,AUTOMATIQUE
66 009 KM,"NISSAN
VERSA",, 28/07/2023, PEROU,ESSENCE,2013,MANUELLE
50 000 KM,"NISSAN
KICKS",, 28/07/2023, PEROU,ESSENCE,2017,MANUELLE
18 600 KM,"NISSAN
PATHFINDER
SE",, 28/07/2023, PEROU,DIESEL,2014,AUTOMATIQUE
90 000 KM,"NISSAN
X-TRAIL
X",, 28/07/2023, PEROU,ESSENCE,2015,AUTOMATIQUE
60 000 KM,"NISSAN
X-TRAIL
2.5X",, 28/07/2023, PEROU,ESSENCE,2015,AUTOMATIQUE
35 000 KM,"NISSAN
KICKS",, 28/07/2023, PEROU,ESSENCE,2019,MANUELLE
129 000 KM,"NISSAN
X-TRAIL
2.5X",, 28/07/2023, PEROU,ESSENCE,2011,AUTOMATIQUE
96 000 KM,"NISSAN
KICKS",, 28/07/2023, PEROU,ESSENCE,2018,MANUELLE
4 000 KM,"NISSAN
FRONTIER
XE",, 28/07/2023, PEROU,DIESEL,2022,MANUELLE
103 000 KM,"NISSAN
X-TRAIL
2.5X",, 28/07/2023, PEROU,ESSENCE,2017,AUTOMATIQUE
52 000 KM,"JEEP
RENEGADE
SPORT",, 28/07/2023, PEROU,ESSENCE,2018,AUTOMATIQUE
3 200 KM,"NISSAN
FRONTIER
XE",, 28/07/2023, PEROU,DIESEL,2022,MANUELLE
92 000 KM,"NISSAN
X-TRAIL
X",, 28/07/2023, PEROU,ESSENCE,2016,AUTOMATIQUE
65 000 KM,"NISSAN
X-TRAIL
2.5X",, 28/07/2023, PEROU,ESSENCE,2016,AUTOMATIQUE
278 451 KM,"NISSAN
X-TRAIL
2.5X",, 28/07/2023, PEROU,ESSENCE,2002,AUTOMATIQUE
28 000 KM,"NISSAN
KICKS",, 28/07/2023, PEROU,ESSENCE,2020,MANUELLE
10 KM,"NISSAN
VERSA",, 28/07/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"NISSAN
FRONTIER
XE",, 28/07/2023, PEROU,DIESEL,2024,MANUELLE
10 KM,"NISSAN
QASHQAI
2.0",, 28/07/2023, PEROU,ESSENCE,2024,MANUELLE
10 KM,"NISSAN
FRONTIER
PRO 4X",, 28/07/2023, PEROU,DIESEL,2024,AUTOMATIQUE
10 KM,"NISSAN
FRONTIER
S",, 28/07/2023, PEROU,DIESEL,2024,MANUELLE
10 KM,"NISSAN
FRONTIER
LE",, 28/07/2023, PEROU,DIESEL,2024,MANUELLE
10 KM,"NISSAN
FRONTIER
XE",, 28/07/2023, PEROU,DIESEL,2024,MANUELLE
10 KM,"NISSAN
FRONTIER
XE",, 28/07/2023, PEROU,DIESEL,2024,AUTOMATIQUE
10 KM,"NISSAN
QASHQAI
2.0",, 28/07/2023, PEROU,ESSENCE,2024,MANUELLE
10 KM,"NISSAN
X-TRAIL
2.5X",, 28/07/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
52 000 KM,"LEXUS
NX 200T2.0F SPORT","

                              28 959 €  ", 28/07/2023, PEROU,ESSENCE,2017,AUTOMATIQUE
10 KM,"JEEP
COMPASS
1.3LIMITED",, 28/07/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"JEEP
RENEGADE
1.3LONGITUDE",, 28/07/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"JEEP
GRAND CHEROKEE
V8 6.4LIMITED",, 28/07/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"JEEP
COMMANDER
OVERLAND",, 28/07/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"JEEP
RENEGADE
1.3SPORT",, 28/07/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"JEEP
COMPASS
1.3SPORT",, 28/07/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"JEEP
COMPASS
1.3LONGITUDE",, 28/07/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
23 000 KM,"JEEP
COMPASS
2.4LONGITUDE",, 28/07/2023, PEROU,ESSENCE,2021,AUTOMATIQUE
55 359 KM,"MAZDA
3","

                              18 014 €  ", 29/07/2023, PEROU,ESSENCE,2020,AUTOMATIQUE
48 000 KM,"JEEP
COMPASS
2.4LONGITUDE",, 29/07/2023, PEROU,ESSENCE,2019,AUTOMATIQUE
9 000 KM,"SUZUKI
S-PRESSO
GL",, 29/07/2023, PEROU,ESSENCE,2021,MANUELLE
170 000 KM,"JEEP
COMPASS
LIMITED",, 29/07/2023, PEROU,ESSENCE,2011,AUTOMATIQUE
10 KM,"NISSAN
KICKS",, 29/07/2023, PEROU,ESSENCE,2024,MANUELLE
10 KM,"RENAULT
DUSTER
1.6INTENS",, 29/07/2023, PEROU,ESSENCE,2024,MANUELLE
10 KM,"RENAULT
DUSTER
ICONIC",, 29/07/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"RENAULT
KWID
1.0ZEN",, 29/07/2023, PEROU,ESSENCE,2024,MANUELLE
10 KM,"JEEP
WRANGLER
V6 3.6RUBICON",, 29/07/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"RENAULT
DUSTER
ICONIC",, 29/07/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"RENAULT
DUSTER
1.6ZEN",, 29/07/2023, PEROU,ESSENCE,2024,MANUELLE
10 KM,"JEEP
WRANGLER
V6 3.6SAHARA",, 29/07/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
19 409 KM,"TOYOTA
COROLLA","

                              21 204 €  ", 30/07/2023, PEROU,ESSENCE,2022,AUTOMATIQUE
31 500 KM,"RENAULT
DUSTER
1.6ZEN",, 30/07/2023, PEROU,ESSENCE,2020,MANUELLE
33 919 KM,"RENAULT
DUSTER
1.6INTENS",, 30/07/2023, PEROU,ESSENCE,2018,MANUELLE
27 400 KM,"JEEP
WRANGLER
V6 3.6RUBICON",, 30/07/2023, PEROU,ESSENCE,2019,AUTOMATIQUE
10 KM,"JEEP
GLADIATOR
V6 3.6RUBICON",, 30/07/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"JEEP
WRANGLER
V6 3.6RUBICON",, 30/07/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
7 789 KM,"HYUNDAI
CRETA","

                              19 463 €  ", 31/07/2023, PEROU,GPL,2023,AUTOMATIQUE
15 556 KM,"KIA
SONET","

                              15 878 €  ", 31/07/2023, PEROU,ESSENCE,2022,AUTOMATIQUE
69 000 KM,"NISSAN
QASHQAI
2.0TEKNA","

                              11 135 €  ", 31/07/2023, PEROU,ESSENCE,2014,AUTOMATIQUE
136 500 KM,"MITSUBISHI
ASX
2.04X4","

                              10 139 €  ", 31/07/2023, PEROU,ESSENCE,2013,AUTOMATIQUE
64 000 KM,"KIA
CERATO
1.6LX",, 31/07/2023, PEROU,ESSENCE,2014,AUTOMATIQUE
52 000 KM,"MAZDA
3
2.0",, 31/07/2023, PEROU,ESSENCE,2017,AUTOMATIQUE
60 000 KM,"RENAULT
DUSTER
1.6INTENS",, 31/07/2023, PEROU,ESSENCE,2019,MANUELLE
39 085 KM,"NISSAN
X-TRAIL
X","

                              19 879 €  ", 31/07/2023, PEROU,ESSENCE,2018,AUTOMATIQUE
234 000 KM,"RENAULT
MASTER
2.3",, 31/07/2023, PEROU,DIESEL,2016,MANUELLE
46 000 KM,"HYUNDAI
TUCSON
2.0","

                              18 558 €  ", 01/08/2023, PEROU,GPL,2020,MANUELLE
44 000 KM,"MASERATI
LEVANTE
V6 3.0","

                              71 424 €  ", 01/08/2023, PEROU,ESSENCE,2019,AUTOMATIQUE
100 000 KM,"MERCEDES
SL",, 01/08/2023, PEROU,ESSENCE,1985,MANUELLE
56 000 KM,"MINI
MINI
COOPER S1.6","

                              12 664 €  ", 01/08/2023, PEROU,ESSENCE,2010,AUTOMATIQUE
9 000 KM,"GEELY
COOLRAY
1.5","

                              15 842 €  ", 01/08/2023, PEROU,ESSENCE,2023,AUTOMATIQUE
48 000 KM,"BMW
SERIE 1
1161.6",, 01/08/2023, PEROU,ESSENCE,2017,MANUELLE
217 600 KM,"HYUNDAI
SONATA
2.0GL",, 01/08/2023, PEROU,ESSENCE,2002,AUTOMATIQUE
10 KM,"RENAULT
MASTER
2.3",, 01/08/2023, PEROU,DIESEL,2024,MANUELLE
27 081 KM,"HYUNDAI
CRETA
1.6","

                              16 373 €  ", 01/08/2023, PEROU,ESSENCE,2018,MANUELLE
4 499 KM,"HYUNDAI
TUCSON
2.0","

                              19 744 €  ", 01/08/2023, PEROU,GPL,2020,MANUELLE
36 426 KM,"NISSAN
KICKS","

                              20 424 €  ", 01/08/2023, PEROU,ESSENCE,2021,AUTOMATIQUE
10 KM,"RENAULT
DUSTER
INTENS",, 01/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"RENAULT
DUSTER
INTENS",, 01/08/2023, PEROU,ESSENCE,2024,MANUELLE
10 KM,"RENAULT
MASTER
2.3",, 01/08/2023, PEROU,DIESEL,2024,MANUELLE
10 KM,"RENAULT
SANDERO
1.6INTENS",, 01/08/2023, PEROU,ESSENCE,2024,MANUELLE
10 KM,"RENAULT
KOLEOS
2.5PRIVILEGE",, 01/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"RENAULT
MASTER
2.3",, 01/08/2023, PEROU,DIESEL,2024,MANUELLE
10 KM,"RENAULT
SANDERO
1.6INTENS",, 01/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"RENAULT
SANDERO
1.6ZEN",, 01/08/2023, PEROU,ESSENCE,2024,MANUELLE
10 KM,"RENAULT
KOLEOS
2.5INTENS",, 01/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
10 KM,"RENAULT
KOLEOS
2.5PRIVILEGE4X4",, 01/08/2023, PEROU,ESSENCE,2024,AUTOMATIQUE
25 034 KM,"BMW
SERIE 7
750L",, 02/08/2023, PEROU,ESSENCE,2013,AUTOMATIQUE
39 278 KM,"RENAULT
CAPTUR","

                              12 221 €  ", 02/08/2023, PEROU,ESSENCE,2017,MANUELLE
74 890 KM,"NISSAN
X-TRAIL
X4X2","

                              16 747 €  ", 02/08/2023, PEROU,ESSENCE,2017,AUTOMATIQUE
35 426 KM,"NISSAN
KICKS","

                              20 368 €  ", 02/08/2023, PEROU,ESSENCE,2021,AUTOMATIQUE
-,"MG
MG GS","

                              12 583 €  ", 02/08/2023, PEROU,ESSENCE,2020,MANUELLE
34 000 KM,"JEEP
COMPASS
SPORT","

                              17 191 €  ", 02/08/2023, PEROU,ESSENCE,2020,MANUELLE
68 000 KM,"PEUGEOT
2008
1.6","

                              9 958 €  ", 02/08/2023, PEROU,ESSENCE,2014,AUTOMATIQUE
